kunci jawaban,jawaban,score 1,score 2,score 3
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hardware adalah perangkat keras komputer -mouse -speaker -printer -keyboard -cpu ,0.45,0.5,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hardware merupakan perangkat keras ,0.3,0.2,0.25
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras adalah salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata, yang berfungsi untuk mendukung proses komputerisasi. ",0.4,0.55,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",Hardware adalah perangkat keras dalam komputer - mouse - monitor - cpu - keyboard - Printer ,0.55,0.6,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",Hardware atau perangkat keras adalah komponen pada komputer yang dapat dilihat atau disentuh secara fisik. Contoh hardware adalah: -printer -hard disk -monitor -cpu -keyboard -mouse -joystick -processor -speaker -usb ,0.6,0.7,0.75
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Hardware merupakan perangkat keras komputer yang berfungsi sebagai alat untuk mengerjakan perkerjaan yang berkaitan dengan komputer, biasanya hardware digunakan sebagai input maupun output data. Contoh dari hardware yakni, -Keyboard, -Monitor, -CPU, -Mouse, -Motherboard, -Printer, -Mouse dan lain lain. ",0.4,0.75,0.75
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hardware adalah perangkat keras pada komputer dan salah satu komponen dari sebuah komputer yang sifatnya bisa di lihat dalam bentuk nyata ,0.5,0.5,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras. contoh : mouse, keyboard, headset, speaker, laptop, printer. ",0.55,0.55,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Hardware adalah perangkat keras, contoh Monitor, Keyboar, Mouse, Printer, Scanner, Stop kontak, Proyektor, Baterai, Joystick, Microkontroller, Minimum System, Hardisk, CD-ROM, DVD-ROM, Prosessor, RAM, ROM, LAN Card, Sound Card, TV Cable. ",0.43,0.65,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah sebuah perangkat keras yang berhubungan dengan komputer, atau peralatan elektronik lainnya. -contoh hardware (harddisk, mouse, keyboard, prosesor, fan) ",0.4,0.6,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","-Perangakat Keras Contoh : Prosesor, Hardisk,Matherboard",0.35,0.3,0.25
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","semua bagian fisik komputer, dan dibedakan dengan data yang berada di dalamnya atau yang beroperasi di dalamnya, dan dibedakan dengan perangkat lunak (software) yang menyediakan instruksi untuk perangkat keras dalam menyelesaikan tugasnya. contohnya : - harddisk - floppydisk - Prosessor - ram - motherboard ",0.18,0.4,0.25
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hardware adalah perangkat keras untuk menghubungkan dengan software. contoh : - harddisk - printer - scanner - monitor - cpu ,0.38,0.45,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Hardware adalah peralatan komputer yang dapat dilihat manusia. contoh - mouse , keyboard, monitor , mouse, scanner ",0.42,0.45,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","engertian Hardware atau Perangkat Keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik. Jadi, rupa secara fisik dari komputer dapat kita sebut sebagai Hardware atau Perangkat Keras. Contoh dari Hardware adalah printer, mouse ",0.55,0.65,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware (perangkat keras) adalah salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata, yang berfungsi untuk mendukung proses komputerisasi, contohnya: keyboard, mouse, scanner, monitor, HDD, power supply, VGA card, RAM ",0.75,0.85,0.75
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras, contohnya keyboard, mouse, scanner, motherboard, VGA. ",0.43,0.55,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Hardware (Perangkat Keras) adalah komponen pada komputer yang dapat dilihat dan disentuh secara fisik. Contohnya : Joystick, Mouse, Monitor, Printer, Speaker, Keyboard, Scanner. ",0.7,0.8,0.75
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras contoh monitor, keyboard, mouse, cpu ",0.44,0.4,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Perangkat keras (hardware) komputer adalah alat-alat dari komputer yang dapat dilihat, disentuh atau berwujud/berbentuk untuk mendukung kinerja dari computer itu sendiri. - Input Device adalah Alat input / masukan - Process Device adalah Alat yang menjalankan proses sistem computer - Output Device adalah Alat output / keluaran, menghubungkan sistem keluar - Storage Device adalah Alat untuk menyimpan ",0.3,0.4,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras komputer, semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer itu hardware mulai monitor, mouse, keyboard, motherboard, vga, ram, processor, dll ",0.65,0.7,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","perangkat keras komputer contohnya mouse,keyboard,monitor,printer,lcd ",0.55,0.56,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras contoh keyborad, mouse, cpu, printer, ",0.5,0.55,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Hardware adalah perangkat keras dari komputer, contohnya adalah CPU, mouse, keyboard, headseat, monitor. ",0.5,0.58,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Hardware adalah perangkat keras contoh keyboard,monitor,cpu,lcd proyektor, mouse ",0.48,0.55,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",perangkat keras contoh : harddisk ram mouse motherboard keyboard printer scanner heatsink casing processor flashdisk disket cd-rom dvd-rom monitor vga card sound card cable ide speaker headset modem router hub switch ,0.3,0.4,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hardware adalah perangkat keras komputer contoh : - printer - mouse - keyboard - cpu - monitor ,0.5,0.5,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hard=keras ware=perangkat jadi perangkat keras ,0.2,0.2,0.25
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","sebuah perangkat keras dari PC. contohnya : keyboard, mouse, harddisk ",0.38,0.35,0.25
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","hardware adalah perangkat keras. contoh : harddisk, keyborad, mouse, usb flashdisk, motherboard ",0.4,0.5,0.5
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Perangkat Keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik. Jadi, rupa secara fisik dari komputer dapat kita sebut sebagai Hardware contohnya Printer, mouse, LCD, Keyboard dan CPU ",0.7,0.85,0.75
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.","Suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan mampu disentuh secara fisik. mouse, keyboard, joystick, speaker, monitor, printer. ",0.55,0.65,0.75
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",adalah perangkat keras komputer yang berada di luar ,0.28,0.2,0.25
"Hardware (perangkat keras) adalah suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan dapat disentuh secara fisik. Contoh : mouse, monitor, keyboard, printer, kamera, cpu, kabel, router, bridge, hub.",hardware adalah perangkat keras yang ada pada komputer -processor -memory -ram -hardisk -video card ,0.34,0.4,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah kumpulan kejadian yang diangkat dari suatu kenyataan (fakta), dapat berupa angka-angka, huruf, atau simbol-simbol khusus. Informasi adalah sekumpulan data/ fakta yang diorganisasi atau diolah dengan cara tertentu sehingga mempunyai arti bagi penerima. Pengetahuan adalah Informasi yang telah diproses dan diorganisasikan untuk memperoleh pemahaman, pembelajaran dan pengalaman yang terakumulasi. ",0.55,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah fakta mentah atau rincian peristiwa yang belum diolah, yang terkadang tidak dapat diterima oleh akal pikiran dari penerima data tersebut, maka dari itu data harus diolah terlebih dahulu menjadi informasi untuk dapat di terima oleh penerima. Informasi adalah hasil pengolahan data yang sudah dapat diterima oleh akal pikiran penerima informasi yang nantinya dapat digunakan untuk pengambilan keputusan. Pengetahuan adalah informasi atau maklumat yang diketahui atau disadari oleh seseorang. ",0.3,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah sekumpulan informasi, informasi adalah sekumpulan data, pengetahuan adalah ilmu yang logis dan dapat dipahami ",0.1,0.1,0.1
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",Data adalah kumpulan dari beberapa bahan mentah dari suatu kejadian. Informasi adalah kumpulan dari data-data yang di olah dan di jadikan satu. Pengetahuan adalah ilmu yang di dapat dari data-data dan informasi. ,0.4,0.65,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data berisi informasi ,0.1,0.05,0.1
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Sedangkan Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ",0.65,0.9,0.9
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah fakta mentah sperti kumpulan angka atau huruf serta kumpulan kata tanpa arti, informasi adalah sekumpulan data yang mengandung arti, pengetahuan adalah informasi yang telah dikombinasi dengan pemahaman ",0.6,0.7,0.75
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Pengertian Data Data adalah catatan atas kumpulan fakta. Data merupakan bentuk jamak dari datum, berasal dari bahasa latin yang berarti “sesuatu yang diberikan”. Dalam penggunaan sehari – hari data berarti suatu pernyataan yang diterima secara apa adanya. Pernyataan ini adalah hasil pengukuran atau pengamatan suatu variable yang bentuknya dapat berupa angka, kata – kata atau citra. Pengertian Informasi Informasi adalah pesan (ucapan atau ekspresi) atau kumpulan pesan yang terdiri dari order sekuens dari symbol, atau makna yang dapat di tafsirkan dari pesan atau kumulan pesan. Informasi dapat direkam atau ditransmisikan. Hal ini dapat dicatat sebagai tanda – tanda, atau sebagai sinyal berdasarkan gelombang. Informasi adalah jenis acara yang mempengaruhi suatu Negara dari sistem dinamis. Informasi bisa di katakan sebagai pengetahuan yang didapatkan dari pembelajaran, pengalaman, atau instruksi. Pengertian Pengetahuan Pengetahuan adalah informasi atau maklumat yang diketahui atau disadari oleh seseorang. Pengetahuan termasuk, tetapi tidak dibatasi pada deskripsi, hipotesis, konsep, teori, prinsip, dan prosedur yang secara probabilitas Bayesian adalah benar atau berguna. Dalam pengertian lain, pengetahuam adalah berbagai gejala yang ditemui dan diperoleh manusia melalui pengamatan akal. Pengetahuan muncul ketika seseorang menggunakan akal budinya untuk mengenali benda atau kejadian tertentu yang belum pernah dilihat atau dirasakan sebelumnya. ",0.48,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. -Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu k",0.48,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Contoh: lulusan terbaik tahun 2009, rata-rata IPK lulusan 2009, dsb. Sedangkan Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ",0.6,0.65,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data adalah kumpulan dari fakta. Informasi adalah kumpulan data yang dibutuhkan oleh konsumen atau user. Pengetahuan adalah kumpulan informasi yang ditulis dan mempunyai tujuan tertentu ,0.36,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah sesuatu yang tersimpan,informasi adalah kata-kata yang bersifat penting,pengetahuan adalah informasi yang penting ",0.26,0.2,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah kumpulan informasi dan pengetahuan, dan informasi kumpulan dari pengetahuan yang di informasikan, dan pengetahuan sendiri adalah sumber yang tidak tampak yang mampu memrikan informasi dan data. ",0.3,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah sekumpulan fakta yang berupa angka, huruf, gambar, dan gambar bergerak yang belum mempunyai arti / makna. Informasi adalah sekumpulan data yang benar (bukan opini / gosip) yang sudah mempunya arti / makna untuk kita terima. Pengetahuan adalah informasi yang di terima otak untuk diolah dan dicerna, agar sebagian informasi yang penting / berguna bagi otak untuk disimpan. Untuk kemudian otak akan memberi sikap apa yang harus kita lakukan. ",0.45,0.4,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah data sebelum diolah , informasi data yang sudah diolah , pengetahuan yang didapat dari informasi ",0.21,0.2,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah kumpulan informasi yang belum diolah, informasi adalah kumpulan data yang sudah diolah, pengetahuan adalah kumpulan data yang diperoleh dari beberapa informasi yang bisa ditanggungjawabkan ",0.4,0.5,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",-Data adalah fakta mentah yang belum diolah -informasi adalah fakta yang sudah mengalami proses pengolahan -Pengetahuan adalah informasi yang telah dipadukan dan menghasilkan sebuah pemahaman baru,0.5,0.65,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah sekumpulan informasi, informasi adalah pengetahuan dari sumber yang didapat, pengetahuan adalah ilmu yang sudah ada ",0.2,0.18,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","- Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",0.6,0.75,0.75
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data isi informasi ,0.1,0.05,0.1
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data adalah suatu kumpulan data yang masih mentah. informasi adalah data yang sudah diolah. pengetahuan adalah kumpulan berbagai informasi yang telah diolah. ,0.4,0.55,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",Data merupakan bahan informasi yang belum diolah informasi merupakan data yang sudah diolah dan sudah bisa memberikan informasi secara lengkap pengetahuan merupakan ilmu yang dipoleh dari sebuah informasi ,0.45,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian -informasi adalah suatu hasil pemrosesan dari Data yang telah terkumpul sehingga memiliki arti Dalam suatu konteks tertentu -Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat,0.85,0.95,0.9
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data adalah kumpulan dari data mentah yang belum diolah informasi adalah hasil dari data yang telah diolah pengetahuan adalah segala kumpulan informasi yang di berikan dan disampaikan yang mempunyai arti dan makna didalamnya terdapat ilmu ,0.4,0.55,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data adalah catatan atas kumpulan fakta informasi adalah kumpulan pesan yang dapat di tafsirkan dari pesan atau kumpulan pesan pengetahuan adalah informasi yang di ketahui oleh seseorang ,0.45,0.65,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah sebuah catatan atas sekumpulan fakta. informasi adalah sekumpulan data mentah yang telah diolah menjadi sesuatu yang dapat menguntungkan user, pengetahuan adalah sekumpulan informasi yang mengakibatkan user menjadi belajar dan mendapatkan wawasan baru. ",0.6,0.68,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah suatu yang tidak dapat digunakan tanpa ada data lain, Informasi adalah kumpulan data data yang dihubungkan menjadi suatu informasi, Pengetahuan adalah Kumpulan dari informasi informasi yang dapat digunakan atau dimanfaatkan dalam kehidupan. ",0.37,0.5,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","-Data ialah keterangan atau bahan yang bisa dijadikan dasar penelitian atau kajian ilmiah. -informasi ialah pemberitahuan atau kabar berita. -Pengetahuan ialah sebuah dasar yang berkaitan Dengan ilmu, teori atau praktik.",0.18,0.25,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data : tempat untuk meyimpan data informasi : yang bersisikan data terupdate pengetahuan : : materi yang diketahi semua orang ,0.25,0.35,0.25
